,nb_children,nb_adults,type,size
3573,0,1,leaving_alone,1
3574,0,1,leaving_alone,1
3575,0,1,leaving_alone,1
3576,0,1,leaving_alone,1
3577,0,1,leaving_alone,1
3578,0,1,leaving_alone,1
3579,0,1,leaving_alone,1
3580,0,1,leaving_alone,1
3581,0,1,leaving_alone,1
3582,0,1,leaving_alone,1
3583,0,1,leaving_alone,1
3584,0,1,leaving_alone,1
3585,0,1,leaving_alone,1
3586,0,1,leaving_alone,1
3587,0,1,leaving_alone,1
3588,0,1,leaving_alone,1
3589,0,1,leaving_alone,1
3590,0,1,leaving_alone,1
3591,0,1,leaving_alone,1
3592,0,1,leaving_alone,1
3593,0,1,leaving_alone,1
3594,0,1,leaving_alone,1
3595,0,1,leaving_alone,1
3596,0,1,leaving_alone,1
3597,0,1,leaving_alone,1
3598,0,1,leaving_alone,1
3599,0,1,leaving_alone,1
3600,0,1,leaving_alone,1
3601,0,1,leaving_alone,1
3602,0,1,leaving_alone,1
3603,0,1,leaving_alone,1
3604,0,1,leaving_alone,1
3605,0,1,leaving_alone,1
3606,0,1,leaving_alone,1
3607,0,1,leaving_alone,1
3608,0,1,leaving_alone,1
3609,0,1,leaving_alone,1
3610,0,1,leaving_alone,1
3611,0,1,leaving_alone,1
3612,0,1,leaving_alone,1
3613,0,1,leaving_alone,1
3614,0,1,leaving_alone,1
3615,0,1,leaving_alone,1
3616,0,1,leaving_alone,1
3617,0,1,leaving_alone,1
3618,0,1,leaving_alone,1
3619,0,1,leaving_alone,1
3620,0,1,leaving_alone,1
3621,0,1,leaving_alone,1
3622,0,1,leaving_alone,1
3623,0,1,leaving_alone,1
3624,0,1,leaving_alone,1
3625,0,1,leaving_alone,1
3626,0,1,leaving_alone,1
3627,0,1,leaving_alone,1
3628,0,1,leaving_alone,1
3629,0,1,leaving_alone,1
3630,0,1,leaving_alone,1
3631,0,1,leaving_alone,1
3632,0,1,leaving_alone,1
3633,0,1,leaving_alone,1
3634,0,1,leaving_alone,1
3635,0,1,leaving_alone,1
3636,0,1,leaving_alone,1
3637,0,1,leaving_alone,1
3638,0,1,leaving_alone,1
3639,0,1,leaving_alone,1
3640,0,1,leaving_alone,1
3641,0,1,leaving_alone,1
3642,0,1,leaving_alone,1
3643,0,1,leaving_alone,1
3644,0,1,leaving_alone,1
3645,0,1,leaving_alone,1
3646,0,1,leaving_alone,1
3647,0,1,leaving_alone,1
3648,0,1,leaving_alone,1
3649,0,1,leaving_alone,1
3650,0,1,leaving_alone,1
3651,0,1,leaving_alone,1
3652,0,1,leaving_alone,1
3653,0,1,leaving_alone,1
3654,0,1,leaving_alone,1
3655,0,1,leaving_alone,1
3656,0,1,leaving_alone,1
3657,0,1,leaving_alone,1
3658,0,1,leaving_alone,1
3659,0,1,leaving_alone,1
3660,0,1,leaving_alone,1
3661,0,1,leaving_alone,1
3662,0,1,leaving_alone,1
3663,0,1,leaving_alone,1
3664,0,1,leaving_alone,1
3665,0,1,leaving_alone,1
3666,0,1,leaving_alone,1
3667,0,1,leaving_alone,1
3668,0,1,leaving_alone,1
3669,0,1,leaving_alone,1
3670,0,1,leaving_alone,1
3671,0,1,leaving_alone,1
3672,0,1,leaving_alone,1
3673,0,1,leaving_alone,1
3674,0,1,leaving_alone,1
3675,0,1,leaving_alone,1
3676,0,1,leaving_alone,1
3677,0,1,leaving_alone,1
3678,0,1,leaving_alone,1
3679,0,1,leaving_alone,1
3680,0,1,leaving_alone,1
3681,0,1,leaving_alone,1
3682,0,1,leaving_alone,1
3683,0,1,leaving_alone,1
3684,0,1,leaving_alone,1
3685,0,1,leaving_alone,1
3686,0,1,leaving_alone,1
3687,0,1,leaving_alone,1
3688,0,1,leaving_alone,1
3689,0,1,leaving_alone,1
3690,0,1,leaving_alone,1
3691,0,1,leaving_alone,1
3692,0,1,leaving_alone,1
3693,0,1,leaving_alone,1
3694,0,1,leaving_alone,1
3695,0,1,leaving_alone,1
3696,0,1,leaving_alone,1
3697,0,1,leaving_alone,1
3698,0,1,leaving_alone,1
3699,0,1,leaving_alone,1
3700,0,1,leaving_alone,1
3701,0,1,leaving_alone,1
3702,0,1,leaving_alone,1
3703,0,1,leaving_alone,1
3704,0,1,leaving_alone,1
3705,0,1,leaving_alone,1
3706,0,1,leaving_alone,1
3707,0,1,leaving_alone,1
3708,0,1,leaving_alone,1
3709,0,1,leaving_alone,1
3710,0,1,leaving_alone,1
3711,0,1,leaving_alone,1
3712,0,1,leaving_alone,1
3713,0,1,leaving_alone,1
3714,0,1,leaving_alone,1
3715,0,1,leaving_alone,1
3716,0,1,leaving_alone,1
3717,0,1,leaving_alone,1
3718,0,1,leaving_alone,1
3719,0,1,leaving_alone,1
3720,0,1,leaving_alone,1
3721,0,1,leaving_alone,1
3722,0,1,leaving_alone,1
3723,0,1,leaving_alone,1
3724,0,1,leaving_alone,1
3725,0,1,leaving_alone,1
3726,0,1,leaving_alone,1
3727,0,1,leaving_alone,1
3728,0,1,leaving_alone,1
3729,0,1,leaving_alone,1
3730,0,1,leaving_alone,1
3731,0,1,leaving_alone,1
3732,0,1,leaving_alone,1
3733,0,1,leaving_alone,1
3734,0,1,leaving_alone,1
3735,0,1,leaving_alone,1
3736,0,1,leaving_alone,1
3737,0,1,leaving_alone,1
3738,0,1,leaving_alone,1
3739,0,1,leaving_alone,1
3740,0,1,leaving_alone,1
3741,0,1,leaving_alone,1
3742,0,1,leaving_alone,1
3743,0,1,leaving_alone,1
3744,0,1,leaving_alone,1
3745,0,1,leaving_alone,1
3746,0,1,leaving_alone,1
3747,0,1,leaving_alone,1
3748,0,1,leaving_alone,1
3749,0,1,leaving_alone,1
3750,0,1,leaving_alone,1
3751,0,1,leaving_alone,1
3752,0,1,leaving_alone,1
3753,0,1,leaving_alone,1
3754,0,1,leaving_alone,1
3755,0,1,leaving_alone,1
3756,0,1,leaving_alone,1
3757,0,1,leaving_alone,1
3758,0,1,leaving_alone,1
3759,0,1,leaving_alone,1
3760,0,1,leaving_alone,1
3761,0,1,leaving_alone,1
3762,0,1,leaving_alone,1
3763,0,1,leaving_alone,1
3764,0,1,leaving_alone,1
3765,0,1,leaving_alone,1
3766,0,1,leaving_alone,1
3767,0,1,leaving_alone,1
3768,0,1,leaving_alone,1
3769,0,1,leaving_alone,1
3770,0,1,leaving_alone,1
3771,0,1,leaving_alone,1
3772,0,1,leaving_alone,1
3773,0,1,leaving_alone,1
3774,0,1,leaving_alone,1
3775,0,1,leaving_alone,1
3776,0,1,leaving_alone,1
3777,0,1,leaving_alone,1
3778,0,1,leaving_alone,1
3779,0,1,leaving_alone,1
3780,0,1,leaving_alone,1
3781,0,1,leaving_alone,1
3782,0,1,leaving_alone,1
3783,0,1,leaving_alone,1
3784,0,1,leaving_alone,1
3785,0,1,leaving_alone,1
3786,0,1,leaving_alone,1
3787,0,1,leaving_alone,1
3788,0,1,leaving_alone,1
3789,0,1,leaving_alone,1
3790,0,1,leaving_alone,1
3791,0,1,leaving_alone,1
3792,0,1,leaving_alone,1
3793,0,1,leaving_alone,1
3794,0,1,leaving_alone,1
3795,0,1,leaving_alone,1
3796,0,1,leaving_alone,1
3797,0,1,leaving_alone,1
3798,0,1,leaving_alone,1
3799,0,1,leaving_alone,1
3800,0,1,leaving_alone,1
3801,0,1,leaving_alone,1
